Id,Type,Job Name,User Name,Date,Time,Print Pages,Color Pages
48,Print(Network),SECFD_20191203_095056.pdf,abalcazar,12/03/19,10:03:57,1,1
49,Print(Network),-,-,12/03/19,10:04:33,2,2
50,Print(Network),ReconstituciÛn de Reservas Firmarcar CIB 2911.docx,-,12/03/19,10:04:46,2,2
51,Print(Network),InstrucciÛn de Fondeo Reservas.docx,-,12/03/19,10:05:36,2,2
52,Print(Network),Reporte Disp CIB2720 03Dic19.xlsx,mcampero,12/03/19,10:16:28,1,1
53,Print(Network),Memorando,aestrada,12/03/19,10:23:28,2,2
54,Print(Network),TECRECB 17  Convocatoria AT 2019.06. vFinal,aestrada,12/03/19,10:23:45,2,2
55,Print(Network),Comunicado DistribuciÛn  03_12_19,sgonzalez,12/03/19,10:39:06,2,2
56,Print(Network),Reporte de DistribuciÛn MS Sindicado_03_11_2019.xlsx,sgonzalez,12/03/19,10:39:23,1,1
57,Print(Network),Reporte DispersiÛn 03 dic 19.xlsx,sgonzalez,12/03/19,10:42:50,1,1
58,Print(Network),InstrucciÛn de DispersiÛn 03 dic 19,sgonzalez,12/03/19,10:43:05,2,2
59,Print(Network),Diarios y Polizas5655.pdf,mrosales,12/03/19,10:51:21,14,14
60,Copy,-,-,12/03/19,10:59:29,1,0
61,Copy,-,-,12/03/19,10:59:43,1,0
62,Copy,-,-,12/03/19,11:00:03,1,0
63,Copy,-,-,12/03/19,11:00:23,1,0
64,Copy,-,-,12/03/19,11:00:43,1,0
65,Print(Network),FotografÌa de p·gina completa,groman,12/03/19,11:01:03,1,1
66,Copy,-,-,12/03/19,11:02:05,1,0
67,Copy,-,-,12/03/19,11:02:26,1,0
68,Copy,-,-,12/03/19,11:02:46,1,0
69,Copy,-,-,12/03/19,11:03:06,1,0
70,Copy,-,-,12/03/19,11:03:27,1,0
71,Print(Network),5bdc7141-c6ee-4849-b8a8-cd81f13af943,abalcazar,12/03/19,11:03:51,1,0
72,Print(Network),18140788 JUANA MARIA PINEDA ALMAZAN.xlsx,fderio,12/03/19,11:04:11,1,1
73,Copy,-,-,12/03/19,11:05:16,1,0
74,Print(Network),18140848 JUAN FRANCISCO RAMOS SANCHEZ.xlsx,fderio,12/03/19,11:06:42,1,1
75,Print(Network),GABY.xlsx,ggonzalez,12/03/19,11:11:33,1,0
76,Print(Network),Carta de Instrucciones CIB 2720 03Dic2019,mcampero,12/03/19,11:12:23,2,2
77,Print(Network),18142210 ELVIA RUIZ ESPARZA MU—OZ.xlsx,fderio,12/03/19,11:12:36,1,1
78,Print(Network),Diarios y Polizasat3.pdf,mrosales,12/03/19,11:18:19,15,15
79,Print(Network),Reporte de AdministraciÛn FM 3191 PF 03 Diciembre 19.xlsx,mcampero,12/03/19,11:19:18,1,1
80,Print(Network),Memorando,abalcazar,12/03/19,11:25:52,1,0
81,Print(Network),Carta de Instrucciones F3191 InvPerm 03Dic2019,mcampero,12/03/19,11:31:53,2,2
82,Print(Network),Archivo PDF,mcampero,12/03/19,11:33:13,1,1
83,Print(Network),COBRANZA DEL 11 AL 15 NOV 2019.xlsx,ggonzalez,12/03/19,11:35:18,2,0
84,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/03/19,11:35:34,1,0
85,Print(Network),COBRANZA DEL 11 AL 15 NOV 2019.xlsx,ggonzalez,12/03/19,11:36:11,2,0
86,Print(Network),Memorando,fderio,12/03/19,11:38:26,1,1
87,Print(Network),Instrucciones de Transferencia CIB 2838 03Dic2019,mcampero,12/03/19,11:43:46,2,2
88,Print(Network),Archivo PDF,sgarcia,12/03/19,11:47:21,2,2
89,Print(Network),Comunicado Reporte de DispersiÛn CIB 3215.docx,-,12/03/19,11:53:24,2,2
90,Print(Network),Reporte de DispersiÛn.xlsx,-,12/03/19,11:53:59,1,1
91,Print(Network),Archivo PDF,sgarcia,12/03/19,11:58:12,1,1
92,Print(Network),INVEX contesta ppta PlanfÌa entregar dctos 2 DIC 19,cgonzalez,12/03/19,12:25:10,3,0
93,Print(Network),Memorando,garreola,12/03/19,12:25:34,1,0
94,Print(Network),CUENTA ACTIVOS HTRX UNO,mornelas,12/03/19,12:27:24,1,0
95,Print(Network),PresentaciÛn1,abalcazar,12/03/19,12:48:23,1,1
96,Print(Network),Transferencia de excedentes de Aforo para Distribuciones,sgonzalez,12/03/19,12:49:56,1,1
97,Print(Network),Reporte de Administracion Semanal 03 dic 2019.xlsb,sgonzalez,12/03/19,12:50:07,2,2
98,Print(Network),BRN3C2AF46FF1DD_011674.pdf,ggonzalez,12/03/19,13:05:29,2,0
99,Print(Network),VALIDACIONES.pdf,ggonzalez,12/03/19,13:06:10,3,0
100,Print(Network),AT1 BANORTE NOV 19.pdf,asosa,12/03/19,13:21:20,5,0
101,Print(Network),AT1 BBVA NOV 19.pdf,asosa,12/03/19,13:21:53,6,0
102,Print(Network),AT1 BBVA INV NOV 19.pdf,asosa,12/03/19,13:22:33,5,0
103,Print(Network),AT3 BANAMEX 4232.pdf,asosa,12/03/19,13:23:08,9,0
104,Print(Network),AT3 BANAMEX 5788.pdf,asosa,12/03/19,13:24:01,10,0
105,Print(Network),AT3 BANORTE NOV 7473.pdf,asosa,12/03/19,13:25:01,4,0
106,Print(Network),https:  bancanet.banamex.com MXGCB CBOL....layout PrintRecord&JF,amunguia,12/03/19,13:25:35,2,0
107,Print(Network),AT4 BANORTE.pdf,asosa,12/03/19,13:26:03,3,0
108,Print(Network),PC.pdf,asosa,12/03/19,13:26:33,3,0
109,Print(Network),GET BANORTE.pdf,asosa,12/03/19,13:27:02,4,0
110,Print(Network),GTR.pdf,asosa,12/03/19,13:27:36,3,0
111,Print(Network),AAT - ConciliaciÛn bancaria Nov 19 BBVA BANCOMER.xlsx,mrosales,12/03/19,13:28:06,1,0
112,Print(Network),Movimientos  auxiliares del cat·logo,mrosales,12/03/19,13:28:26,2,2
113,Print(Network),SAT.PDF,asosa,12/03/19,13:29:07,5,0
114,Print(Network),Movimientos  auxiliares del cat·logo,mrosales,12/03/19,13:32:50,1,1
115,Print(Network),aaa1f074-6372-4d2d-855e-b5166bebb83c.pdf,asosa,12/03/19,14:19:56,1,0
116,Print(Network),F0000003180.pdf,asosa,12/03/19,14:20:18,1,0
117,Print(Network),F0000003180.pdf,asosa,12/03/19,14:20:30,1,0
118,Print(Network),F0000003181.pdf,asosa,12/03/19,14:20:50,1,0
119,Print(Network),F0000003181.pdf,asosa,12/03/19,14:21:11,1,0
120,Print(Network),F0000003183.pdf,asosa,12/03/19,14:21:31,1,0
121,Print(Network),F0000003183.pdf,asosa,12/03/19,14:21:51,1,0
122,Print(Network),Formato de acuse1.xlsx,mcampero,12/03/19,15:21:31,1,0
123,Print(Network),Formato de acuse1.xlsx,mcampero,12/03/19,15:24:00,1,0
124,Print(Network),Formato de acuse1.xlsx,mcampero,12/03/19,15:26:12,1,0
125,Print(Network),FACTURA IAVE Portatil $2000.pdf,abalcazar,12/03/19,15:49:58,2,0
126,Print(Network),FACTURA IAVE Calcomania $2000.pdf,abalcazar,12/03/19,15:51:50,2,0
127,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/03/19,15:57:22,1,0
128,Print(Network),Archivo PDF,groman,12/03/19,16:29:13,1,1
129,Print(Network),ACCESOS FID BANAMEX.xlsx,mpineda,12/03/19,16:31:49,1,1
130,Print(Network),Documento1,aperez,12/03/19,16:46:14,3,0
131,Print(Network),C2CA0C45-3DF4-47B3-A662-D3BF33854300.pdf,aperez,12/03/19,16:46:32,1,1
132,Print(Network),TABLA DE AMORT 18151052.xls,garreola,12/03/19,16:47:32,1,1
133,Print(Network),TABLA DE AMORT 18151052.xls,garreola,12/03/19,16:47:43,1,1
134,Print(Network),Documento1,aperez,12/03/19,16:48:33,2,0
135,Print(Network),Documento2,aperez,12/03/19,16:53:38,2,0
136,Print(Network),631C4102-5478-4431-A822-A49DF12EC20D.pdf,aperez,12/03/19,16:54:00,1,1
137,Print(Network),-,-,12/03/19,17:37:20,1,1
138,Print(Network),Nuevas 11 solicitudes Noviembre 2019,groman,12/03/19,17:58:38,5,5
139,Print(Network),Carta de Instrucciones Diciembre CIB 3337.pdf,fderio,12/03/19,18:03:16,4,4
140,Print(Network),Reporte Distribuciones CIB 3337.pdf,fderio,12/03/19,18:03:37,1,1
141,Print(Network),document,abalcazar,12/03/19,18:10:33,3,0
142,Print(Network),Memorando,abalcazar,12/03/19,18:16:43,2,0
143,Print(Network),FLUJO EFECTIVO NOVIEMBRE 2019.xlsx,amunguia,12/03/19,18:22:30,1,1
144,Print(Network),FLUJO EFECTIVO NOVIEMBRE 2019.xlsx,amunguia,12/03/19,18:23:17,1,1
145,Print(Network),FLUJO EFECTIVO NOVIEMBRE 2019.xlsx,amunguia,12/03/19,18:24:05,1,1
146,Print(Network),ValidaciÛn de Reporte del Administrador CIB 3337 03Dic2019,fderio,12/03/19,18:45:04,2,2
147,Print(Network),https:  www.bancomernetcash.com SMXBDNT7 mexiconetpibee_v7 serv,asosa,12/04/19,7:20:04,2,0
148,Print(Network),Banca ElectrÛnica PyME-BEP,asosa,12/04/19,7:21:43,1,0
149,Copy,-,-,12/04/19,8:27:19,3,0
150,Print(Network),Lista envÌo Dream 100.xlsx,mcavazos,12/04/19,8:34:48,1,1
151,Print(Network),Memorando,asosa,12/04/19,8:45:22,9,0
152,Print(Network),Blanca Dalia Ramos Garcia DATOS BANCARIOS.pdf,asosa,12/04/19,8:46:06,2,0
153,Print(Network),Pago Seguro Perdida Total C-14974 Terracota.pdf,asosa,12/04/19,8:46:34,1,0
154,Print(Network),ROMH6212144G2_AAT011005K99_A-1152_20191203_134233.pdf,asosa,12/04/19,8:46:54,1,0
155,Print(Network),LAYOUT - RD.xlsx,sagarcia,12/04/19,8:48:19,1,1
156,Print(Network),TABLA DE AMORT 18150372.xls,fderio,12/04/19,9:20:30,1,1
157,Print(Network),TABLA DE AMORT 18150372.xls,garreola,12/04/19,9:21:07,1,1
158,Print(Network),TABLA DE AMORT 18150506.xls,fderio,12/04/19,9:33:28,1,1
159,Print(Network),TABLA DE AMORT 18150506.xls,garreola,12/04/19,9:33:43,1,1
160,Print(Network),Reporte DispersiÛn 04 dic 19.xlsx,sgonzalez,12/04/19,9:40:27,1,1
161,Print(Network),InstrucciÛn de DispersiÛn 04 dic 19,sgonzalez,12/04/19,9:40:43,2,2
162,Print(Network),TABLA DE AMORT 18151412.xls,fderio,12/04/19,9:42:05,1,1
163,Print(Network),TABLA DE AMORT 18151412.xls,fderio,12/04/19,9:42:37,1,1
164,Print(Network),Reporte DispersiÛn 04 dic 19.xlsx,sgonzalez,12/04/19,9:43:28,1,1
165,Print(Network),InstrucciÛn de DispersiÛn 04 dic 19,sgonzalez,12/04/19,9:43:59,2,2
166,Print(Network),Carta de Instrucciones CIB 2720 04Dic2019,mcampero,12/04/19,9:53:28,2,2
167,Print(Network),Reporte Disp CIB2720 04Dic19.xlsx,mcampero,12/04/19,9:53:44,1,1
168,Print(Network),Archivo PDF,mcampero,12/04/19,9:54:06,1,1
169,Print(Network),invoice-UBERDEF-SCJAKKPF-05-2019-0000012.pdf,abalcazar,12/04/19,9:54:34,1,0
170,Print(Network),Memorando,abalcazar,12/04/19,9:56:36,4,0
171,Print(Network),Memorando,abalcazar,12/04/19,9:56:59,2,0
172,Print(Network),TABLA DE AMORT 18151454.xls,fderio,12/04/19,9:57:38,1,1
173,Print(Network),TABLA DE AMORT 18151454.xls,fderio,12/04/19,9:58:01,1,1
174,Print(Network),OSMO-COT-031219.pdf,abalcazar,12/04/19,10:01:16,1,1
175,Print(Network),TABLA DE AMORT 18151312.xls,fderio,12/04/19,10:02:31,1,1
176,Print(Network),TABLA DE AMORT 18151312.xls,fderio,12/04/19,10:02:42,1,1
177,Print(Network),18151176 JORGE ANTONIO CASTRO FAVELA.xlsx,fderio,12/04/19,10:06:15,1,1
178,Print(Network),VALE SALIDA DOC. VALOR PLANFIA.xlsx,ggonzalez,12/04/19,10:07:42,1,1
179,Print(Network),VALE SALIDA DOC. VALOR PLANFIA.xlsx,ggonzalez,12/04/19,10:09:10,1,1
180,Print(Network),InstrucciÛn de DispersiÛn F 1297,pmolano,12/04/19,10:12:27,3,3
181,Print(Network),Reporte de DispersiÛn FM 041219.xlsx,pmolano,12/04/19,10:12:45,1,1
182,Print(Network),SOLICITUD DE CHEQUE.xls,abalcazar,12/04/19,10:26:54,1,0
183,Print(Network),SOLICITUD DE TCE.xls,abalcazar,12/04/19,10:27:12,1,0
184,Print(Network),-,-,12/04/19,10:29:09,2,2
185,Print(Network),Reporte de AdministraciÛn FM 3191 PF 04 Diciembre 19.xlsx,mcampero,12/04/19,10:40:47,1,1
186,Print(Network),Carta de InstrucciÛn F3191 04Dic2019,mcampero,12/04/19,10:41:02,2,2
187,Print(Network),Archivo PDF,mcampero,12/04/19,10:48:27,1,1
188,Print(Network),PAGO GASTOS POR COMPROVAR -LANZAMIENTO BODEGA TULA DE ALLENDE HI,mornelas,12/04/19,10:49:11,2,0
189,Print(Network),FY152517-39924650-081918.pdf,gmalo,12/04/19,10:52:45,5,5
190,Print(Network),GABY.xlsx,ggonzalez,12/04/19,11:03:53,2,0
191,Print(Network),GABY.xlsx,ggonzalez,12/04/19,11:07:50,3,0
192,Print(Network),Memorando,abalcazar,12/04/19,11:29:48,1,0
193,Print(Network),document,abalcazar,12/04/19,11:31:37,3,0
194,Print(Network),-,-,12/04/19,11:37:23,1,1
195,Copy,-,-,12/04/19,11:37:41,1,0
196,Copy,-,-,12/04/19,11:38:02,1,0
197,Print(Network),-,-,12/04/19,11:39:32,1,1
198,Print(Network),TABLA DE AMORT 18151087.xls,garreola,12/04/19,11:45:26,1,1
199,Print(Network),TABLA DE AMORT 18151087.xls,garreola,12/04/19,11:47:41,1,1
200,Print(Network),TABLA DE AMORT 18151087.xls,garreola,12/04/19,11:47:56,1,1
201,Copy,-,-,12/04/19,11:48:55,1,0
202,Print(Network),etiquetas de nombre.svg,mcavazos,12/04/19,11:51:34,1,1
203,Print(Network),TABLA DE AMORT 18151376.xls,garreola,12/04/19,11:53:53,1,1
204,Print(Network),TABLA DE AMORT 18151376.xls,garreola,12/04/19,11:54:08,1,1
205,Print(Network),TABLA DE AMORT 18151376.xls,garreola,12/04/19,11:58:18,1,1
206,Print(Network),TABLA DE AMORT 18151376.xls,garreola,12/04/19,11:58:34,1,1
207,Print(Network),TABLA DE AMORT 18151376.xls,garreola,12/04/19,12:17:49,1,1
208,Print(Network),TABLA DE AMORT 18151376.xls,garreola,12/04/19,12:18:04,1,1
209,Print(Network),etiquetas de nombre.svg,mcavazos,12/04/19,13:02:41,1,1
210,Print(Network),recibo_compartido36e298e4c8224a469.jpg,garreola,12/04/19,13:15:28,1,1
211,Print(Network),DATOS GENERALES ING. MALO,mornelas,12/04/19,13:17:39,1,0
212,Print(Network),Archivo PDF,garreola,12/04/19,13:18:39,2,2
213,Print(Network),DATOS GENERALES ING. MALO,mornelas,12/04/19,13:18:52,4,0
214,Print(Network),Ley Federal de ProtecciÛn al Consumidor,mornelas,12/04/19,13:33:25,87,0
215,Copy,-,-,12/04/19,13:45:52,1,0
216,Print(Network),Archivo PDF,mcampero,12/04/19,14:02:49,1,1
217,Print(Network),Reporte Semanal FIRMACB18_29Nov.xlsx,-,12/04/19,14:04:55,1,0
218,Print(Network),Reporte Semanal Administrador Maestro FIRMACB19.xlsx,-,12/04/19,14:05:29,1,0
219,Print(Network),Memorando,garreola,12/04/19,14:24:27,5,5
220,Print(Network),Documento1,aperez,12/04/19,15:46:59,2,2
221,Print(Network),D1645610-EA1E-43A0-8D9A-F96BF332AEE3.pdf,aperez,12/04/19,15:47:37,1,1
222,Print(Network),Documento1,amunguia,12/04/19,16:07:56,1,0
223,Print(Network),Certificado del AM  Criterios de Elegibilidad Conf 3,fderio,12/04/19,16:29:20,4,4
224,Print(Network),etiquetas de nombre.svg,mcavazos,12/04/19,16:33:57,1,1
225,Print(Network),-,-,12/04/19,16:41:54,1,1
226,Print(Network),-,-,12/04/19,16:42:11,4,4
227,Print(Network),Reporte de Transferencias al 29 Nov 19_formato Actinver.xlsx,-,12/04/19,17:24:12,1,1
228,Print(Network),InstrucciÛn de Transferencias al 29 Nov 19.docx,-,12/04/19,17:24:29,2,2
229,Print(Network),UNICOCB17 (CupÛn 23).pdf,fderio,12/04/19,17:28:49,4,4
230,Print(Network),REPORTE DE ADMINISTRACI”N MAESTRA UNICOCB17 30NOV2019.xlsx,mcampero,12/04/19,17:43:53,2,2
231,Print(Network),Carta del Administrador Maestro.pdf,fderio,12/04/19,18:06:53,8,8
232,Print(Network),https:  www.bancomernetcash.com SMXBDNT7 mexiconetpibee_v7 serv,asosa,12/05/19,7:30:22,2,0
233,Print(Network),Banca ElectrÛnica PyME-BEP,asosa,12/05/19,7:33:04,1,0
234,Print(Network),FFS0000010459.pdf,asosa,12/05/19,7:34:32,1,0
235,Print(Network),Formato Entrega de Factura,sgarcia,12/05/19,7:44:31,1,1
236,Print(Network),PDF.js viewer,asosa,12/05/19,7:48:14,11,0
237,Print(Network),Documento (1).pdf,asosa,12/05/19,8:02:57,1,0
238,Print(Network),A-160 (1).pdf,asosa,12/05/19,8:05:31,1,0
239,Print(Network),Reporte de Distribuciones Noviembre 2019.xlsx,pmolano,12/05/19,8:38:35,2,2
240,Print(Network),InstrucciÛn de Distribuciones Noviembre 2019,pmolano,12/05/19,8:38:53,3,3
241,Print(Network),Reporte de Operaciones y Cobranza Noviembre 2019.xlsx,pmolano,12/05/19,8:40:11,2,2
242,Print(Network),InstrucciÛn de Distribuciones Noviembre 2019,pmolano,12/05/19,8:41:51,1,1
243,Print(Network),312B37B1-6960-4194-B747-ECD056EB7640.pdf,aperez,12/05/19,9:09:58,1,1
244,Print(Network),Documento1,aperez,12/05/19,9:11:34,2,0
245,Print(Network),Diarios y Poliza5465465s.pdf,mrosales,12/05/19,9:21:16,50,50
246,Print(Network),Diarios y Poliza5465465s.pdf,mrosales,12/05/19,9:23:49,182,182
247,Print(Network),Rastreo  Rastrear EnvÌos  Paquetes  EnvÌos   Rastreo DHL Expre,garreola,12/05/19,9:39:40,2,2
248,Print(Network),11.MOISES ORNELAS ACUSE DE PAGO.PDF,mornelas,12/05/19,9:40:04,1,0
249,Print(Network),18151176 JORGE ANTONIO CASTRO FAVELA.pdf,ggonzalez,12/05/19,9:40:25,1,0
250,Print(Network),Reporte Semanal Administrador Maestro FIRMACB19.xlsx,-,12/05/19,9:42:47,2,2
251,Print(Network),InstrucciÛn Transferencia entre Cuentas CIB 3213.docx,-,12/05/19,9:43:09,2,2
252,Print(Network),Formato de actualizaciÛn  de Lista de Derechos al Cobro CIB 321,-,12/05/19,9:43:33,2,2
253,Print(Network),Listado de IncorporaciÛn.xlsx,-,12/05/19,9:43:48,1,1
254,Print(Network),Carta de Instrucciones CIB 2720 05Dic2019,mcampero,12/05/19,9:44:09,2,2
255,Print(Network),Reporte Disp CIB2720 05Dic19.xlsx,mcampero,12/05/19,9:44:32,1,1
256,Print(Network),Reporte Semanal FIRMACB18_29Nov.xlsx,-,12/05/19,9:44:54,2,2
257,Print(Network),InstrucciÛn de Devolucion.docx,-,12/05/19,9:45:17,2,2
258,Print(Network),-,-,12/05/19,9:47:08,2,2
259,Print(Network),Archivo PDF,mcampero,12/05/19,9:47:46,1,1
260,Print(Network),InstrucciÛn Pago ContraprestaciÛn CIB 3213.docx,-,12/05/19,9:47:58,2,2
261,Print(Network),F0000003194.pdf,asosa,12/05/19,9:48:21,1,0
262,Print(Network),F0000003184.pdf,asosa,12/05/19,9:48:43,1,0
263,Print(Network),F0000003193.pdf,asosa,12/05/19,9:49:04,1,0
264,Print(Network),F0000003192.pdf,asosa,12/05/19,9:49:23,1,0
265,Print(Network),F0000003191.pdf,asosa,12/05/19,9:49:43,1,0
266,Print(Network),F0000003190.pdf,asosa,12/05/19,9:50:03,1,0
267,Print(Network),F0000003189.pdf,asosa,12/05/19,9:50:24,1,0
268,Print(Network),F0000003188.pdf,asosa,12/05/19,9:50:44,1,0
269,Print(Network),F0000003195.pdf,asosa,12/05/19,9:51:03,1,0
270,Print(Network),F0000003204.pdf,asosa,12/05/19,9:51:25,1,0
271,Print(Network),F0000003205.pdf,asosa,12/05/19,9:51:44,1,0
272,Print(Network),F0000003203.pdf,asosa,12/05/19,9:52:04,1,0
273,Print(Network),F0000003202.pdf,asosa,12/05/19,9:52:24,1,0
274,Print(Network),F0000003201.pdf,asosa,12/05/19,9:52:44,1,0
275,Print(Network),F0000003187.pdf,asosa,12/05/19,9:53:04,1,0
276,Print(Network),F0000003186.pdf,asosa,12/05/19,9:53:24,1,0
277,Print(Network),F0000003200.pdf,asosa,12/05/19,9:53:44,1,0
278,Print(Network),F0000003199.pdf,asosa,12/05/19,9:54:04,1,0
279,Print(Network),F0000003198.pdf,asosa,12/05/19,9:54:24,1,0
280,Print(Network),F0000003206.pdf,asosa,12/05/19,9:54:44,1,0
281,Print(Network),F0000003213.pdf,asosa,12/05/19,9:55:04,1,0
282,Print(Network),F0000003212.pdf,asosa,12/05/19,9:55:24,1,0
283,Print(Network),F0000003211.pdf,asosa,12/05/19,9:55:44,1,0
284,Print(Network),F0000003208.pdf,asosa,12/05/19,9:56:04,1,0
285,Print(Network),F0000003219.pdf,asosa,12/05/19,9:56:24,1,0
286,Print(Network),F0000003210.pdf,asosa,12/05/19,9:56:44,1,0
287,Print(Network),F0000003209.pdf,asosa,12/05/19,9:57:04,1,0
288,Print(Network),F0000003207.pdf,asosa,12/05/19,9:57:24,1,0
289,Print(Network),F0000003216.pdf,asosa,12/05/19,9:57:44,1,0
290,Print(Network),F0000003217.pdf,asosa,12/05/19,9:58:04,1,0
291,Print(Network),F0000003218.pdf,asosa,12/05/19,9:58:24,1,0
292,Print(Network),F0000003215.pdf,asosa,12/05/19,9:58:44,1,0
293,Print(Network),F0000003214.pdf,asosa,12/05/19,9:59:04,1,0
294,Print(Network),TABLA DE AMORT 18150806.xls,garreola,12/05/19,9:59:24,1,1
295,Print(Network),F0000003197.pdf,asosa,12/05/19,9:59:45,1,0
296,Print(Network),Archivo PDF,aestrada,12/05/19,10:00:06,2,2
297,Print(Network),TABLA DE AMORT 18150806.xls,garreola,12/05/19,10:00:29,1,1
298,Print(Network),F0000003196.pdf,asosa,12/05/19,10:00:51,1,0
299,Print(Network),F0000003185.pdf,asosa,12/05/19,10:01:12,1,0
300,Print(Network),-,-,12/05/19,10:01:32,1,1
301,Print(Network),Archivo PDF,cgonzalez,12/05/19,10:01:53,1,0
302,Print(Network),Acuse Estatus Final Cancelacion.pdf,mrosales,12/05/19,10:04:58,1,1
303,Print(Network),ACUSE DE RECIBO,mcavazos,12/05/19,10:10:51,9,0
304,Print(Network),VALE SALIDA DOC. VALOR PLANFIA.xlsx,ggonzalez,12/05/19,10:13:11,1,1
305,Print(Network),etiquetas de nombre.svg,mcavazos,12/05/19,10:13:59,1,1
306,Print(Network),Carta de InstrucciÛn F3191 05Dic2019,mcampero,12/05/19,10:19:45,2,2
307,Print(Network),Reporte de AdministraciÛn FM 3191 PF 05 Diciembre 19.xlsx,mcampero,12/05/19,10:20:02,1,1
308,Print(Network),Reporte Semanal al 29Nov19.xlsx,-,12/05/19,10:20:26,1,0
309,Print(Network),Documento1,mcavazos,12/05/19,10:23:33,2,0
310,Print(Network),Documento1,fderio,12/05/19,10:23:55,1,0
311,Print(Network),Reporte de DispersiÛn FM 051219.xlsx,pmolano,12/05/19,10:29:22,1,1
312,Print(Network),InstrucciÛn de DispersiÛn F 1297,pmolano,12/05/19,10:29:38,3,3
